 0.000000   -0.012845    0.011435 :   0.017197    1
-0.004663   -0.015835   -0.005009 :   0.017250    2
 0.007876    0.001613    0.004158 :   0.009051    3
 0.000000    0.019978    0.015074 :   0.025027    4
-0.000439    0.010642   -0.019396 :   0.022128    5
 0.000000   -0.038783    0.013848 :   0.041181    6
 0.000000    0.048454    0.036432 :   0.060622    7
 0.041589    0.001428    0.030543 :   0.051619    8
 0.000000    0.016685   -0.000555 :   0.016695    9
 0.080580    0.004213    0.038855 :   0.089558   10
-0.009260   -0.015956   -0.017590 :   0.025490   11
 0.009114    0.011780    0.013804 :   0.020308   12
 0.000000   -0.000052    0.004441 :   0.004441   13
 0.000000   -0.013734   -0.005743 :   0.014886   14
 0.000000   -0.007771   -0.012766 :   0.014946   15
-0.001251   -0.011572   -0.039169 :   0.040862   16
-0.023160   -0.044697   -0.042389 :   0.065810   17
 0.000000   -0.017177    0.003312 :   0.017493   18
 0.013906   -0.005040   -0.041724 :   0.044268   19
 0.000000   -0.007892   -0.024871 :   0.026093   20
 0.000000   -0.089064    0.019499 :   0.091174   21
 0.040898   -0.024636    0.032014 :   0.057484   22
 0.000000   -0.018902    0.018605 :   0.026523   23
-0.082350   -0.041673   -0.000443 :   0.092295   24
 0.022182   -0.012407   -0.025339 :   0.035890   25
-0.002872   -0.019835   -0.027956 :   0.034398   26
 0.000000    0.008230   -0.016660 :   0.018582   27
 0.000000   -0.006429   -0.019338 :   0.020378   28
 0.000000    0.023943    0.016710 :   0.029198   29
 0.004663   -0.015835   -0.005009 :   0.017250   30
-0.007876    0.001613    0.004158 :   0.009051   31
 0.000000   -0.009475    0.018863 :   0.021108   32
 0.000439    0.010642   -0.019396 :   0.022128   33
 0.000000   -0.040790   -0.004919 :   0.041086   34
 0.000000   -0.055304    0.036263 :   0.066132   35
-0.041588    0.001428    0.030543 :   0.051619   36
 0.000000   -0.150497    0.120845 :   0.193010   37
-0.080580    0.004213    0.038855 :   0.089558   38
 0.009260   -0.015956   -0.017590 :   0.025490   39
-0.009114    0.011780    0.013804 :   0.020308   40
 0.000000    0.045292   -0.058841 :   0.074254   41
 0.000000    0.027059   -0.077172 :   0.081778   42
 0.000000   -0.073879    0.048150 :   0.088185   43
 0.001251   -0.011572   -0.039169 :   0.040862   44
 0.023160   -0.044697   -0.042389 :   0.065811   45
 0.000000    0.870914    0.054872 :   0.872641   46
-0.013906   -0.005040   -0.041724 :   0.044268   47
 0.000000   -0.055551   -0.016159 :   0.057854   48
 0.000000    0.090189    0.019246 :   0.092220   49
-0.040897   -0.024636    0.032014 :   0.057484   50
 0.082350   -0.041673   -0.000443 :   0.092295   51
-0.022182   -0.012407   -0.025339 :   0.035890   52
 0.002872   -0.019835   -0.027956 :   0.034398   53
 0.000000   -0.156136   -0.049219 :   0.163710   54
 0.000000   -0.074091    0.047735 :   0.088137   55
----------------------------------------------------
Displacement:  Sum:  0.088137   Vector:  0.979824
                 V:  0.000003 -0.001575 -0.000195
----------------------------------------------------
