      0.0000000000      0.0000000000      0.0005807709
      0.1115440082      0.0345406886      0.0421686998
      0.2224611579      0.0511367108      0.0316486266
      0.3341565466      0.1285447594      0.0427407847
      0.4447889554      0.2196462459      0.0485821427
      0.5552071279      0.2197041019      0.0489705845
      0.6658477586      0.1286691082      0.0423855866
      0.7775364487      0.0512113701      0.0324289854
      0.8884519133      0.0345365707      0.0423817031
      1.0000000000     -0.0000191511      0.0003732302
