 0.000000    0.041573   -0.007887 :   0.042314    1
 0.009609   -0.020193    0.013909 :   0.026335    2
 0.009609   -0.020193   -0.013909 :   0.026335    3
 0.000000    0.041573    0.007887 :   0.042314    4
 0.008189    0.019889    0.001080 :   0.021536    5
 0.000000    0.034096   -0.012902 :   0.036455    6
 0.000000    0.034096    0.012902 :   0.036455    7
 0.008189    0.019889   -0.001080 :   0.021536    8
 0.000000    0.046999    0.046638 :   0.066212    9
 0.058364   -0.027977   -0.071195 :   0.096218   10
 0.058364   -0.027977    0.071195 :   0.096218   11
-0.011968   -0.072173    0.000000 :   0.073159   12
 0.000000    0.067186    0.000000 :   0.067186   13
 0.000000    0.046999   -0.046638 :   0.066212   14
 0.000000   -0.096249    0.032055 :   0.101446   15
 0.020467    0.004757   -0.019291 :   0.028525   16
 0.020467    0.004757    0.019291 :   0.028525   17
 0.000000   -0.096249   -0.032055 :   0.101446   18
-0.096868   -0.042261    0.079447 :   0.132217   19
 0.000000   -0.082341    0.082630 :   0.116653   20
 0.000000   -0.082341   -0.082630 :   0.116653   21
-0.096868   -0.042261   -0.079447 :   0.132217   22
 0.000000   -0.099333   -0.068110 :   0.120441   23
-0.116562    0.012853    0.028243 :   0.120622   24
-0.116562    0.012853   -0.028243 :   0.120622   25
 0.187816   -0.009972    0.000000 :   0.188080   26
 0.000000   -0.148266    0.000000 :   0.148266   27
 0.000000   -0.099333    0.068110 :   0.120441   28
-0.000000    0.011338    0.004323 :   0.012134   29
-0.009609   -0.020193    0.013909 :   0.026335   30
-0.009609   -0.020193   -0.013909 :   0.026335   31
-0.000000    0.011338   -0.004323 :   0.012134   32
-0.008189    0.019889    0.001080 :   0.021536   33
-0.000000   -0.046980    0.014163 :   0.049068   34
-0.000000   -0.046980   -0.014163 :   0.049068   35
-0.008189    0.019889   -0.001080 :   0.021536   36
-0.000000    0.016906   -0.036836 :   0.040530   37
-0.058364   -0.027977   -0.071195 :   0.096218   38
-0.058364   -0.027977    0.071195 :   0.096218   39
 0.011968   -0.072173    0.000000 :   0.073159   40
-0.000000    0.009094    0.000000 :   0.009094   41
-0.000000    0.016906    0.036836 :   0.040530   42
-0.000000    0.123804   -0.383259 :   0.402759   43
-0.020467    0.004757   -0.019291 :   0.028525   44
-0.020467    0.004757    0.019291 :   0.028525   45
-0.000000    0.123804    0.383259 :   0.402759   46
 0.096868   -0.042261    0.079447 :   0.132217   47
-0.000000    0.215107   -0.231392 :   0.315932   48
-0.000000    0.215107    0.231392 :   0.315932   49
 0.096868   -0.042261   -0.079447 :   0.132217   50
-0.000000    0.053460   -0.068944 :   0.087242   51
 0.116562    0.012853    0.028243 :   0.120622   52
 0.116562    0.012853   -0.028243 :   0.120622   53
-0.187816   -0.009972    0.000000 :   0.188080   54
-0.000000    0.053460    0.068944 :   0.087242   55
----------------------------------------------------
Displacement:  Sum:  0.087242   Vector:  0.959460
                 V: -0.000000 -0.011245  0.000000
----------------------------------------------------
