 0.000000    0.015553   -0.009874 :   0.018422    1
 0.004834    0.013604    0.000232 :   0.014439    2
-0.007871   -0.001771   -0.009814 :   0.012704    3
 0.000000    0.002839   -0.015005 :   0.015271    4
 0.001183    0.000100    0.011821 :   0.011880    5
 0.000000    0.031535   -0.014501 :   0.034709    6
 0.000000   -0.055261   -0.036027 :   0.065967    7
-0.030684    0.031719   -0.023820 :   0.050150    8
 0.000000    0.007512    0.000729 :   0.007548    9
-0.082034   -0.004720   -0.052825 :   0.097685   10
 0.012107    0.013062    0.015773 :   0.023791   11
-0.008993   -0.018545   -0.016768 :   0.026570   12
 0.000000    0.011974   -0.003080 :   0.012364   13
 0.000000    0.017022   -0.001211 :   0.017065   14
 0.000000    0.008992    0.017988 :   0.020111   15
-0.000020    0.013726    0.036116 :   0.038636   16
 0.024068    0.029080    0.046927 :   0.060225   17
 0.000000   -0.008351   -0.002949 :   0.008856   18
-0.016231    0.020049    0.037160 :   0.045236   19
 0.000000    0.001654    0.029322 :   0.029369   20
 0.000000    0.074060    0.001184 :   0.074069   21
-0.027871   -0.004883   -0.012707 :   0.031018   22
 0.000000   -0.005867   -0.021691 :   0.022471   23
 0.084352    0.025584    0.023927 :   0.091336   24
-0.023805    0.013569    0.022922 :   0.035724   25
-0.000872    0.024447    0.030484 :   0.039086   26
 0.000000   -0.023587    0.010952 :   0.026006   27
 0.000000    0.008533    0.032589 :   0.033688   28
-0.000000   -0.022483   -0.012848 :   0.025895   29
-0.004834    0.013604    0.000232 :   0.014439   30
 0.007871   -0.001771   -0.009814 :   0.012704   31
-0.000000    0.012767   -0.027251 :   0.030093   32
-0.001183    0.000100    0.011821 :   0.011880   33
-0.000000    0.033538   -0.000164 :   0.033539   34
-0.000000    0.043639   -0.040604 :   0.059608   35
 0.030684    0.031719   -0.023820 :   0.050150   36
-0.000000    0.160810   -0.140968 :   0.213850   37
 0.082034   -0.004720   -0.052825 :   0.097685   38
-0.012107    0.013062    0.015773 :   0.023791   39
 0.008993   -0.018545   -0.016768 :   0.026570   40
-0.000000   -0.050555    0.051809 :   0.072388   41
-0.000000   -0.024226    0.080344 :   0.083917   42
-0.000000    0.089463   -0.043555 :   0.099502   43
 0.000020    0.013726    0.036116 :   0.038636   44
-0.024068    0.029080    0.046927 :   0.060225   45
-0.000000   -0.886200   -0.058375 :   0.888121   46
 0.016231    0.020049    0.037160 :   0.045236   47
-0.000000    0.050437    0.014770 :   0.052556   48
-0.000000   -0.112310   -0.014074 :   0.113189   49
 0.027871   -0.004883   -0.012707 :   0.031018   50
-0.084352    0.025584    0.023927 :   0.091336   51
 0.023805    0.013569    0.022922 :   0.035724   52
 0.000872    0.024447    0.030484 :   0.039086   53
-0.000000    0.208213    0.051794 :   0.214558   54
-0.000000    0.091221   -0.068985 :   0.114369   55
----------------------------------------------------
Displacement:  Sum:  0.114369   Vector:  1.009764
                 V: -0.000000 -0.009035 -0.000827
----------------------------------------------------
