-0.001998   -0.014366    0.001050 :   0.014542    1
 0.000000    0.037720   -0.033009 :   0.050123    2
 0.000000    0.021358   -0.009345 :   0.023313    3
 0.004921   -0.047584   -0.024967 :   0.053962    4
-0.000000    0.013353   -0.020153 :   0.024176    5
-0.006339    0.020662   -0.004414 :   0.022059    6
-0.014589    0.021305   -0.012676 :   0.028765    7
-0.000000   -0.049349   -0.031287 :   0.058432    8
 0.025926   -0.056307   -0.060106 :   0.086344    9
-0.000000    0.026031    0.038544 :   0.046511   10
-0.000000    0.038573   -0.077783 :   0.086822   11
 0.000000    0.077894   -0.015972 :   0.079514   12
-0.000592   -0.074283   -0.019653 :   0.076841   13
-0.000903   -0.017054    0.048632 :   0.051544   14
-0.005520    0.064052   -0.019246 :   0.067108   15
-0.000000    0.011138   -0.086608 :   0.087321   16
-0.000000   -0.010095   -0.165407 :   0.165715   17
-0.033154   -0.025687    0.059446 :   0.072752   18
 0.000000    0.037869    0.008256 :   0.038758   19
-0.018945   -0.010814   -0.014793 :   0.026358   20
 0.157794   -0.007782    0.190547 :   0.247523   21
 0.198755   -0.008278    0.079783 :   0.214330   22
 0.000000   -0.005348   -0.174759 :   0.174840   23
 0.000000    0.004874    0.009095 :   0.010318   24
 0.000000   -0.085499   -0.076097 :   0.114459   25
 0.239243    0.099104   -0.040493 :   0.262104   26
-0.035166    0.068322   -0.079412 :   0.110503   27
 0.001999   -0.014365    0.001050 :   0.014541   28
 0.000000    0.054707   -0.018771 :   0.057838   29
 0.000000    0.085368    0.024774 :   0.088890   30
-0.004921   -0.047583   -0.024967 :   0.053961   31
 0.000000    0.011740   -0.014763 :   0.018862   32
 0.006339    0.020663   -0.004414 :   0.022059   33
 0.014589    0.021305   -0.012676 :   0.028765   34
 0.000000   -0.016651   -0.004784 :   0.017325   35
-0.025925   -0.056308   -0.060107 :   0.086345   36
 0.000000    0.105005    0.116924 :   0.157154   37
 0.000000    0.057949   -0.078775 :   0.097794   38
-0.000000    0.135232    0.016726 :   0.136262   39
 0.000592   -0.074284   -0.019653 :   0.076842   40
 0.000903   -0.017055    0.048633 :   0.051545   41
 0.005521    0.064051   -0.019247 :   0.067108   42
 0.000000   -0.031178    0.026509 :   0.040924   43
 0.000000   -0.169637    0.063567 :   0.181156   44
 0.033154   -0.025687    0.059447 :   0.072752   45
 0.000000    0.089234   -0.108646 :   0.140594   46
 0.018946   -0.010814   -0.014794 :   0.026358   47
-0.157793   -0.007782    0.190547 :   0.247523   48
 0.000000   -0.178961    0.143803 :   0.229579   49
-0.198755   -0.008276    0.079783 :   0.214330   50
 0.000000   -0.177331    0.092213 :   0.199874   51
 0.000000   -0.036842    0.100468 :   0.107010   52
 0.000000   -0.065575    0.068269 :   0.094662   53
-0.239243    0.099106   -0.040493 :   0.262105   54
 0.035166    0.068323   -0.079413 :   0.110504   55
----------------------------------------------------
Displacement:  Sum:  0.110504   Vector:  0.879557
                 V:  0.000003  0.004162  0.000380
----------------------------------------------------
